Comment ID,Link ID,Parent ID,Author,Score,Publish Date,Permalink,Text,Stickied,Is Submitter
f6rm3x7,t3_dssuwb,t3_dssuwb,3cats_in_atrenchcoat,1,2019-11-07 00:51:22,/r/EDAnonymous/comments/dssuwb/he_fcked_someone_elsetwice/f6rm3x7/,No man is worth that much of your emotional space. Especially if he isn’t willing to give you any respect.  I know it’s hard but people who seriously don’t care about you shouldn’t take up any part of yourself.   Fuck him. He ain’t worth this.,False,False
f6rimdi,t3_dssuwb,t3_dssuwb,DivaHustlerPrincess,1,2019-11-06 23:43:12,/r/EDAnonymous/comments/dssuwb/he_fcked_someone_elsetwice/f6rimdi/,WOW 😢.  Consider this a lesson learned. Never be exclusive until you actually are.,False,False
