Comment ID,Link ID,Parent ID,Author,Score,Publish Date,Permalink,Text,Stickied,Is Submitter
f7gb7e5,t3_dvxe43,t3_dvxe43,dragoono,1,2019-11-13 20:40:25,/r/EDAnonymous/comments/dvxe43/last_month_i_spent_more_on_coffee_beans_than_food/f7gb7e5/,"If you plan on keeping that up, invest in a heart monitor.",False,False
f7fllhi,t3_dvxe43,t3_dvxe43,apwhorism,1,2019-11-13 15:53:57,/r/EDAnonymous/comments/dvxe43/last_month_i_spent_more_on_coffee_beans_than_food/f7fllhi/,sounds perfectly reasonable to me. gotta do what ya gotta do to get that bëan jüice,False,False
