Comment ID,Link ID,Parent ID,Author,Score,Publish Date,Permalink,Text,Stickied,Is Submitter
f5rxzse,t3_dp0p3t,t1_f5rx7o0,K0B3ryant,1,2019-10-29 22:23:02,/r/EDAnonymous/comments/dp0p3t/i_have_to_ditch_this_account_and_im_sad_and_alone/f5rxzse/,You’re sweet but it’s okay. I’m just tired of being alone but I don’t believe they everyone isn’t alone anyway.,False,True
f5rx7o0,t3_dp0p3t,t3_dp0p3t,brearose,1,2019-10-29 22:13:18,/r/EDAnonymous/comments/dp0p3t/i_have_to_ditch_this_account_and_im_sad_and_alone/f5rx7o0/,:( I\`ll be your friend,False,False
