Comment ID,Link ID,Parent ID,Author,Score,Publish Date,Permalink,Text,Stickied,Is Submitter
f1ft12y,t3_d8o64z,t1_f1feqsa,sharpteethangel,1,2019-09-25 17:59:06,/r/EDAnonymous/comments/d8o64z/its_not_even_fall_yet_and_im_freezing_247/f1ft12y/,rip ::((( you probably know this already but I always find hats help since u lose so much heat through ur head,False,True
f1feqsa,t3_d8o64z,t3_d8o64z,chrundle420,1,2019-09-25 15:21:57,/r/EDAnonymous/comments/d8o64z/its_not_even_fall_yet_and_im_freezing_247/f1feqsa/,"fuck same omg, I'm sleeping with 2 blankets and a hoodie every night and still wake up cold af in the morning lol, I'm fuckin dreading winter when its gonna be snowing n shit :((",False,False
