Comment ID,Link ID,Parent ID,Author,Score,Publish Date,Permalink,Text,Stickied,Is Submitter
fa0b6n3,t3_e7j7su,t1_fa089ug,coffeevodkaaddict,2,2019-12-07 14:53:33,/r/EDAnonymous/comments/e7j7su/back_to_normal/fa0b6n3/,"this is routine for me now, like every fortnight lol",False,True
fa089ug,t3_e7j7su,t3_e7j7su,catsinsunglassess,1,2019-12-07 14:27:12,/r/EDAnonymous/comments/e7j7su/back_to_normal/fa089ug/,Haha this was me in the middle of the night/this morning. It was great and now I’m just not eating so it’s even better!,False,False
