Comment ID,Link ID,Parent ID,Author,Score,Publish Date,Permalink,Text,Stickied,Is Submitter
f35s23z,t3_dc6gho,t1_f274g65,gremsie,1,2019-10-10 01:15:57,/r/EDAnonymous/comments/dc6gho/when_your_grandma_fat_shames_you/f35s23z/,Toxic Asian families,False,False
f274g65,t3_dc6gho,t3_dc6gho,zhuazhuanownow,1,2019-10-02 10:34:33,/r/EDAnonymous/comments/dc6gho/when_your_grandma_fat_shames_you/f274g65/,"Jokes are meant to be funny, this was just bullying.   I don't wanna be here talking shit about your family members, but your grandma sucks and your mom was amazingly thoughtless. I'm really sorry, and I'm really angry for you. Who the hell does this?",False,False
