Comment ID,Link ID,Parent ID,Author,Score,Publish Date,Permalink,Text,Stickied,Is Submitter
ehapx96,t3_au3gu1,t1_eh9z4ci,Catoverloadzzz,1,2019-02-25 21:48:48,/r/EDAnonymous/comments/au3gu1/the_woes_of_an_so/ehapx96/,Haha this!,False,True
eh9z4ci,t3_au3gu1,t3_au3gu1,norwegian_twat,1,2019-02-25 16:10:52,/r/EDAnonymous/comments/au3gu1/the_woes_of_an_so/eh9z4ci/,the worst when youre hanging out and just cant wait for him to leave so u can binge in peace:((((( when the urge comes it wont fucking leave your mind either,False,False
