Comment ID,Link ID,Parent ID,Author,Score,Publish Date,Permalink,Text,Stickied,Is Submitter
exkr9h1,t3_ctgt3a,t1_exkr37t,YEET_throwaway_69,1,2019-08-21 09:18:07,/r/EDAnonymous/comments/ctgt3a/purged_for_the_first_time/exkr9h1/,"Hey, I've seen you on the sub Group Chat. Thanks for being there! xx",False,True
exkr37t,t3_ctgt3a,t3_ctgt3a,vomitcomets,1,2019-08-21 09:16:10,/r/EDAnonymous/comments/ctgt3a/purged_for_the_first_time/exkr37t/,oh man. please be careful and stay safe. make sure u rinse out your mouth with water please,False,False
