Comment ID,Link ID,Parent ID,Author,Score,Publish Date,Permalink,Text,Stickied,Is Submitter
ev6ady8,t3_cgoulp,t3_cgoulp,Indigobeet,1,2019-07-27 11:20:57,/r/EDAnonymous/comments/cgoulp/i_dont_like_eating_anymore/ev6ady8/,"I feel you, this is me rn, makes attempting recovery very hard :(",False,False
euj5f51,t3_cgoulp,t3_cgoulp,analismybestfriend,1,2019-07-23 01:21:13,/r/EDAnonymous/comments/cgoulp/i_dont_like_eating_anymore/euj5f51/,Uhhhhhhhh so where do I sign up to also get this effect,False,False
