Comment ID,Link ID,Parent ID,Author,Score,Publish Date,Permalink,Text,Stickied,Is Submitter
fhgk05x,t3_f32pb5,t1_fhgiqpa,pokeupokeu,1,2020-02-12 22:47:43,/r/EDAnonymous/comments/f32pb5/i_love_purging_while_drunk/fhgk05x/,U know i will baby i had some gatorade zero and pool water,False,True
fhgiqpa,t3_f32pb5,t3_f32pb5,Isaidbiiiitttttttchh,1,2020-02-12 22:30:36,/r/EDAnonymous/comments/f32pb5/i_love_purging_while_drunk/fhgiqpa/,Stay safe!   Drink a glass of water before you go to sleep 😘,False,False
