Comment ID,Link ID,Parent ID,Author,Score,Publish Date,Permalink,Text,Stickied,Is Submitter
ev91l46,t3_cis0wa,t1_ev8ztr3,xiaoyingdou,1,2019-07-28 03:06:59,/r/EDAnonymous/comments/cis0wa/i_opened_up_to_my_friend/ev91l46/,thank you ;; hugs!!,False,True
ev8ztr3,t3_cis0wa,t3_cis0wa,Astronautee,1,2019-07-28 02:25:25,/r/EDAnonymous/comments/cis0wa/i_opened_up_to_my_friend/ev8ztr3/,"congrats!! opening up is the hardest, im really proud of you for being able to. :) i hope she supports you and encourages your ED, and always, always remember that people care for you. :) hugs!!",False,False
